gutenberg_id,text
84,"in the ship on all sides, scarcely leaving her the sea-room in which"
84,"she floated. Our situation was somewhat dangerous, especially as we"
84,"were compassed round by a very thick fog. We accordingly lay to,"
84,hoping that some change would take place in the atmosphere and weather.
84,
84,"About two o’clock the mist cleared away, and we beheld, stretched out"
84,"in every direction, vast and irregular plains of ice, which seemed to"
84,"have no end. Some of my comrades groaned, and my own mind began to"
84,"grow watchful with anxious thoughts, when a strange sight suddenly"
84,attracted our attention and diverted our solicitude from our own
84,"situation. We perceived a low carriage, fixed on a sledge and drawn by"
84,"dogs, pass on towards the north, at the distance of half a mile; a"
84,"being which had the shape of a man, but apparently of gigantic stature,"
84,sat in the sledge and guided the dogs. We watched the rapid progress
84,of the traveller with our telescopes until he was lost among the
84,distant inequalities of the ice.
84,
84,"This appearance excited our unqualified wonder. We were, as we believed,"
84,many hundred miles from any land; but this apparition seemed to denote that
84,"it was not, in reality, so distant as we had supposed. Shut in, however, by"
84,"ice, it was impossible to follow his track, which we had observed with the"
84,greatest attention.
84,
84,"About two hours after this occurrence we heard the ground sea, and before"
84,"night the ice broke and freed our ship. We, however, lay to until the"
84,"morning, fearing to encounter in the dark those large loose masses which"
84,float about after the breaking up of the ice. I profited of this time to
84,rest for a few hours.
84,
84,"In the morning, however, as soon as it was light, I went upon deck and"
84,"found all the sailors busy on one side of the vessel, apparently"
84,"talking to someone in the sea. It was, in fact, a sledge, like that we"
84,"had seen before, which had drifted towards us in the night on a large"
84,fragment of ice. Only one dog remained alive; but there was a human
84,being within it whom the sailors were persuading to enter the vessel.
84,"He was not, as the other traveller seemed to be, a savage inhabitant of"
84,"some undiscovered island, but a European. When I appeared on deck the"
84,"master said, “Here is our captain, and he will not allow you to perish"
84,on the open sea.”
84,
84,"On perceiving me, the stranger addressed me in English, although with a"
84,"foreign accent. “Before I come on board your vessel,” said he,"
84,“will you have the kindness to inform me whither you are bound?”
84,
84,You may conceive my astonishment on hearing such a question addressed
84,to me from a man on the brink of destruction and to whom I should have
84,supposed that my vessel would have been a resource which he would not
84,have exchanged for the most precious wealth the earth can afford. I
84,"replied, however, that we were on a voyage of discovery towards the"
84,northern pole.
84,
84,Upon hearing this he appeared satisfied and consented to come on board.
84,"Good God! Margaret, if you had seen the man who thus capitulated for"
84,"his safety, your surprise would have been boundless. His limbs were"
84,"nearly frozen, and his body dreadfully emaciated by fatigue and"
84,suffering. I never saw a man in so wretched a condition. We attempted
84,"to carry him into the cabin, but as soon as he had quitted the fresh"
84,air he fainted. We accordingly brought him back to the deck and
84,restored him to animation by rubbing him with brandy and forcing him to
84,swallow a small quantity. As soon as he showed signs of life we
84,wrapped him up in blankets and placed him near the chimney of the
84,"kitchen stove. By slow degrees he recovered and ate a little soup,"
84,which restored him wonderfully.
84,
84,"Two days passed in this manner before he was able to speak, and I often"
84,feared that his sufferings had deprived him of understanding. When he
84,"had in some measure recovered, I removed him to my own cabin and"
84,attended on him as much as my duty would permit. I never saw a more
84,interesting creature: his eyes have generally an expression of
84,"wildness, and even madness, but there are moments when, if anyone"
84,performs an act of kindness towards him or does him any the most
84,"trifling service, his whole countenance is lighted up, as it were, with"
84,a beam of benevolence and sweetness that I never saw equalled. But he
84,"is generally melancholy and despairing, and sometimes he gnashes his"
84,"teeth, as if impatient of the weight of woes that oppresses him."
84,
84,When my guest was a little recovered I had great trouble to keep off
84,"the men, who wished to ask him a thousand questions; but I would not"
84,"allow him to be tormented by their idle curiosity, in a state of body"
84,and mind whose restoration evidently depended upon entire repose.
84,"Once, however, the lieutenant asked why he had come so far upon the ice"
84,in so strange a vehicle.
84,
84,"His countenance instantly assumed an aspect of the deepest gloom, and"
84,"he replied, “To seek one who fled from me.”"
84,
84,“And did the man whom you pursued travel in the same fashion?”
84,
84,“Yes.”
84,
84,"“Then I fancy we have seen him, for the day before we picked you up we"
84,"saw some dogs drawing a sledge, with a man in it, across the ice.”"
84,
84,"This aroused the stranger’s attention, and he asked a multitude of"
84,"questions concerning the route which the dæmon, as he called him, had"
84,"pursued. Soon after, when he was alone with me, he said, “I have,"
84,"doubtless, excited your curiosity, as well as that of these good"
84,people; but you are too considerate to make inquiries.”
84,
84,“Certainly; it would indeed be very impertinent and inhuman in me to
84,trouble you with any inquisitiveness of mine.”
84,
84,“And yet you rescued me from a strange and perilous situation; you have
84,benevolently restored me to life.”
84,
84,Soon after this he inquired if I thought that the breaking up of the
84,ice had destroyed the other sledge. I replied that I could not answer
84,"with any degree of certainty, for the ice had not broken until near"
84,"midnight, and the traveller might have arrived at a place of safety"
84,before that time; but of this I could not judge.
84,
84,From this time a new spirit of life animated the decaying frame of the
84,stranger. He manifested the greatest eagerness to be upon deck to watch for
84,the sledge which had before appeared; but I have persuaded him to remain in
84,"the cabin, for he is far too weak to sustain the rawness of the atmosphere."
84,I have promised that someone should watch for him and give him instant
84,notice if any new object should appear in sight.
84,
84,Such is my journal of what relates to this strange occurrence up to the
84,present day. The stranger has gradually improved in health but is very
84,silent and appears uneasy when anyone except myself enters his cabin.
84,Yet his manners are so conciliating and gentle that the sailors are all
84,"interested in him, although they have had very little communication"
84,"with him. For my own part, I begin to love him as a brother, and his"
84,constant and deep grief fills me with sympathy and compassion. He must
84,"have been a noble creature in his better days, being even now in wreck"
84,so attractive and amiable.
84,
84,"I said in one of my letters, my dear Margaret, that I should find no friend"
84,"on the wide ocean; yet I have found a man who, before his spirit had been"
84,"broken by misery, I should have been happy to have possessed as the brother"
84,of my heart.
84,
84,"I shall continue my journal concerning the stranger at intervals,"
84,should I have any fresh incidents to record.
84,
84,
84,
84,
84,"August 13th, 17—."
84,
84,
84,My affection for my guest increases every day. He excites at once my
84,admiration and my pity to an astonishing degree. How can I see so
84,noble a creature destroyed by misery without feeling the most poignant
84,"grief? He is so gentle, yet so wise; his mind is so cultivated, and"
84,"when he speaks, although his words are culled with the choicest art,"
84,yet they flow with rapidity and unparalleled eloquence.
84,
84,"He is now much recovered from his illness and is continually on the deck,"
84,"apparently watching for the sledge that preceded his own. Yet, although"
84,"unhappy, he is not so utterly occupied by his own misery but that he"
84,interests himself deeply in the projects of others. He has frequently
84,"conversed with me on mine, which I have communicated to him without"
84,disguise. He entered attentively into all my arguments in favour of my
84,eventual success and into every minute detail of the measures I had taken
84,to secure it. I was easily led by the sympathy which he evinced to use the
84,"language of my heart, to give utterance to the burning ardour of my soul"
84,"and to say, with all the fervour that warmed me, how gladly I would"
84,"sacrifice my fortune, my existence, my every hope, to the furtherance of my"
84,enterprise. One man’s life or death were but a small price to pay for
84,"the acquirement of the knowledge which I sought, for the dominion I should"
84,"acquire and transmit over the elemental foes of our race. As I spoke, a"
84,dark gloom spread over my listener’s countenance. At first I
84,perceived that he tried to suppress his emotion; he placed his hands before
84,"his eyes, and my voice quivered and failed me as I beheld tears trickle"
84,fast from between his fingers; a groan burst from his heaving breast. I
84,"paused; at length he spoke, in broken accents: “Unhappy man! Do you"
84,share my madness? Have you drunk also of the intoxicating draught? Hear me;
84,"let me reveal my tale, and you will dash the cup from your lips!”"
84,
84,"Such words, you may imagine, strongly excited my curiosity; but the"
84,paroxysm of grief that had seized the stranger overcame his weakened
84,"powers, and many hours of repose and tranquil conversation were"
84,necessary to restore his composure.
84,
84,"Having conquered the violence of his feelings, he appeared to despise"
84,himself for being the slave of passion; and quelling the dark tyranny of
84,"despair, he led me again to converse concerning myself personally. He asked"
84,"me the history of my earlier years. The tale was quickly told, but it"
84,awakened various trains of reflection. I spoke of my desire of finding a
84,"friend, of my thirst for a more intimate sympathy with a fellow mind than"
84,"had ever fallen to my lot, and expressed my conviction that a man could"
84,boast of little happiness who did not enjoy this blessing.
84,
84,"“I agree with you,” replied the stranger; “we are"
84,"unfashioned creatures, but half made up, if one wiser, better, dearer than"
84,ourselves—such a friend ought to be—do not lend his aid to
84,"perfectionate our weak and faulty natures. I once had a friend, the most"
84,"noble of human creatures, and am entitled, therefore, to judge respecting"
84,"friendship. You have hope, and the world before you, and have no cause for"
84,despair. But I—I have lost everything and cannot begin life
84,anew.”
84,
84,"As he said this his countenance became expressive of a calm, settled"
84,grief that touched me to the heart. But he was silent and presently
84,retired to his cabin.
84,
84,"Even broken in spirit as he is, no one can feel more deeply than he"
84,"does the beauties of nature. The starry sky, the sea, and every sight"
84,afforded by these wonderful regions seem still to have the power of
84,elevating his soul from earth. Such a man has a double existence: he
84,"may suffer misery and be overwhelmed by disappointments, yet when he"
84,"has retired into himself, he will be like a celestial spirit that has a"
84,"halo around him, within whose circle no grief or folly ventures."
84,
84,Will you smile at the enthusiasm I express concerning this divine
84,wanderer? You would not if you saw him. You have been tutored and
84,"refined by books and retirement from the world, and you are therefore"
84,somewhat fastidious; but this only renders you the more fit to
84,appreciate the extraordinary merits of this wonderful man. Sometimes I
84,have endeavoured to discover what quality it is which he possesses that
84,elevates him so immeasurably above any other person I ever knew. I
84,"believe it to be an intuitive discernment, a quick but never-failing"
84,"power of judgment, a penetration into the causes of things, unequalled"
84,for clearness and precision; add to this a facility of expression and a
84,voice whose varied intonations are soul-subduing music.
84,
84,
84,
84,
84,"August 19th, 17—."
84,
84,
84,"Yesterday the stranger said to me, “You may easily perceive, Captain"
84,"Walton, that I have suffered great and unparalleled misfortunes. I had"
84,determined at one time that the memory of these evils should die with
84,"me, but you have won me to alter my determination. You seek for"
84,"knowledge and wisdom, as I once did; and I ardently hope that the"
84,"gratification of your wishes may not be a serpent to sting you, as mine"
84,has been. I do not know that the relation of my disasters will be
84,"useful to you; yet, when I reflect that you are pursuing the same"
84,"course, exposing yourself to the same dangers which have rendered me"
84,"what I am, I imagine that you may deduce an apt moral from my tale, one"
84,that may direct you if you succeed in your undertaking and console you
84,in case of failure. Prepare to hear of occurrences which are usually
84,deemed marvellous. Were we among the tamer scenes of nature I might
84,"fear to encounter your unbelief, perhaps your ridicule; but many things"
84,will appear possible in these wild and mysterious regions which would
84,provoke the laughter of those unacquainted with the ever-varied powers
84,of nature; nor can I doubt but that my tale conveys in its series
84,internal evidence of the truth of the events of which it is composed.”
84,
84,You may easily imagine that I was much gratified by the offered
84,"communication, yet I could not endure that he should renew his grief by"
84,a recital of his misfortunes. I felt the greatest eagerness to hear
84,"the promised narrative, partly from curiosity and partly from a strong"
84,desire to ameliorate his fate if it were in my power. I expressed
84,these feelings in my answer.
84,
84,"“I thank you,” he replied, “for your sympathy, but it is"
84,"useless; my fate is nearly fulfilled. I wait but for one event, and then I"
84,"shall repose in peace. I understand your feeling,” continued he,"
84,"perceiving that I wished to interrupt him; “but you are mistaken, my"
84,"friend, if thus you will allow me to name you; nothing can alter my"
84,"destiny; listen to my history, and you will perceive how irrevocably it is"
84,determined.”
84,
84,He then told me that he would commence his narrative the next day when I
84,should be at leisure. This promise drew from me the warmest thanks. I have
84,"resolved every night, when I am not imperatively occupied by my duties, to"
84,"record, as nearly as possible in his own words, what he has related during"
84,"the day. If I should be engaged, I will at least make notes. This"
84,"manuscript will doubtless afford you the greatest pleasure; but to me, who"
84,"know him, and who hear it from his own lips—with what interest and"
84,"sympathy shall I read it in some future day! Even now, as I commence my"
84,"task, his full-toned voice swells in my ears; his lustrous eyes dwell on me"
84,with all their melancholy sweetness; I see his thin hand raised in
84,"animation, while the lineaments of his face are irradiated by the soul"
84,"within. Strange and harrowing must be his story, frightful the storm which"
84,embraced the gallant vessel on its course and wrecked it—thus!
84,
84,
84,
84,
84,Chapter 1
84,
84,
84,"I am by birth a Genevese, and my family is one of the most"
84,distinguished of that republic. My ancestors had been for many years
84,"counsellors and syndics, and my father had filled several public"
84,situations with honour and reputation. He was respected by all who
84,knew him for his integrity and indefatigable attention to public
84,business. He passed his younger days perpetually occupied by the
84,affairs of his country; a variety of circumstances had prevented his
84,"marrying early, nor was it until the decline of life that he became a"
84,husband and the father of a family.
84,
84,"As the circumstances of his marriage illustrate his character, I cannot"
84,refrain from relating them. One of his most intimate friends was a
84,"merchant who, from a flourishing state, fell, through numerous"
84,"mischances, into poverty. This man, whose name was Beaufort, was of a"
84,proud and unbending disposition and could not bear to live in poverty
84,and oblivion in the same country where he had formerly been
84,"distinguished for his rank and magnificence. Having paid his debts,"
84,"therefore, in the most honourable manner, he retreated with his"
84,"daughter to the town of Lucerne, where he lived unknown and in"
84,wretchedness. My father loved Beaufort with the truest friendship and
84,was deeply grieved by his retreat in these unfortunate circumstances.
84,He bitterly deplored the false pride which led his friend to a conduct
84,so little worthy of the affection that united them. He lost no time in
84,"endeavouring to seek him out, with the hope of persuading him to begin"
84,the world again through his credit and assistance.
84,
84,"Beaufort had taken effectual measures to conceal himself, and it was ten"
84,"months before my father discovered his abode. Overjoyed at this discovery,"
84,"he hastened to the house, which was situated in a mean street near the"
84,"Reuss. But when he entered, misery and despair alone welcomed him. Beaufort"
84,"had saved but a very small sum of money from the wreck of his fortunes, but"
84,"it was sufficient to provide him with sustenance for some months, and in"
84,the meantime he hoped to procure some respectable employment in a
84,"merchant’s house. The interval was, consequently, spent in inaction;"
84,his grief only became more deep and rankling when he had leisure for
84,"reflection, and at length it took so fast hold of his mind that at the end"
84,"of three months he lay on a bed of sickness, incapable of any exertion."
84,
84,"His daughter attended him with the greatest tenderness, but she saw"
84,with despair that their little fund was rapidly decreasing and that
84,there was no other prospect of support. But Caroline Beaufort
84,"possessed a mind of an uncommon mould, and her courage rose to support"
84,her in her adversity. She procured plain work; she plaited straw and
84,by various means contrived to earn a pittance scarcely sufficient to
84,support life.
84,
84,Several months passed in this manner. Her father grew worse; her time
84,was more entirely occupied in attending him; her means of subsistence
84,"decreased; and in the tenth month her father died in her arms, leaving"
84,"her an orphan and a beggar. This last blow overcame her, and she knelt"
84,"by Beaufort’s coffin weeping bitterly, when my father entered the"
84,"chamber. He came like a protecting spirit to the poor girl, who"
84,committed herself to his care; and after the interment of his friend he
84,conducted her to Geneva and placed her under the protection of a
84,relation. Two years after this event Caroline became his wife.
84,
84,"There was a considerable difference between the ages of my parents, but"
84,this circumstance seemed to unite them only closer in bonds of devoted
84,affection. There was a sense of justice in my father’s upright mind
84,which rendered it necessary that he should approve highly to love
84,strongly. Perhaps during former years he had suffered from the
84,late-discovered unworthiness of one beloved and so was disposed to set
84,a greater value on tried worth. There was a show of gratitude and
84,"worship in his attachment to my mother, differing wholly from the"
84,"doting fondness of age, for it was inspired by reverence for her"
84,"virtues and a desire to be the means of, in some degree, recompensing"
84,"her for the sorrows she had endured, but which gave inexpressible grace"
84,to his behaviour to her. Everything was made to yield to her wishes
84,"and her convenience. He strove to shelter her, as a fair exotic is"
84,"sheltered by the gardener, from every rougher wind and to surround her"
84,with all that could tend to excite pleasurable emotion in her soft and
